No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
4,0.0390675,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-57dBm,,,"QoS Data, SN=948, FN=0, Flags=.p....F."
6,0.8179064,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-53dBm,,,"QoS Data, SN=949, FN=0, Flags=.p....F."
9,2.1921742,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-40dBm,,,"QoS Data, SN=950, FN=0, Flags=.p....F."
14,3.3501996000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-51dBm,,,"QoS Data, SN=951, FN=0, Flags=.p....F."
19,5.3474696,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-39dBm,,,"QoS Data, SN=952, FN=0, Flags=.p..R.F."
22,6.0768911,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-52dBm,,,"QoS Data, SN=953, FN=0, Flags=.p..R.F."
24,7.1352576,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-44dBm,,,"QoS Data, SN=954, FN=0, Flags=.p....F."
28,8.7613939,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-35dBm,,,"QoS Data, SN=955, FN=0, Flags=.p....F."
33,9.3169106,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-45dBm,,,"QoS Data, SN=956, FN=0, Flags=.p....F."
36,10.5659046,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-42dBm,,,"QoS Data, SN=957, FN=0, Flags=.p....F."
39,12.5234353,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-33dBm,,,"QoS Data, SN=958, FN=0, Flags=.p....F."
44,12.969097499999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-44dBm,,,"QoS Data, SN=959, FN=0, Flags=.p....F."
48,13.203841499999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-52dBm,,,"QoS Data, SN=960, FN=0, Flags=.p....F."
52,13.798130699999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-42dBm,,,"QoS Data, SN=961, FN=0, Flags=.p....F."
54,15.575512599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-42dBm,,,"QoS Data, SN=962, FN=0, Flags=.p....F."
59,16.9554983,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-46dBm,,,"QoS Data, SN=963, FN=0, Flags=.p....F."
64,17.171005899999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-41dBm,,,"QoS Data, SN=964, FN=0, Flags=.p..R.F."
65,18.084472499999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-32dBm,,,"QoS Data, SN=965, FN=0, Flags=.p....F."
66,19.128194299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-48dBm,,,"QoS Data, SN=966, FN=0, Flags=.p....F."
68,20.016030999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-38dBm,,,"QoS Data, SN=967, FN=0, Flags=.p....F."
72,20.987645299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-43dBm,,,"QoS Data, SN=968, FN=0, Flags=.p..R.F."
77,21.382947799999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-43dBm,,,"QoS Data, SN=969, FN=0, Flags=.p....F."
81,23.329234799999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-43dBm,,,"QoS Data, SN=970, FN=0, Flags=.p..R.F."
85,24.106791299999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-48dBm,,,"QoS Data, SN=971, FN=0, Flags=.p..R.F."
86,24.172107599999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-48dBm,,,"QoS Data, SN=972, FN=0, Flags=.p....F."
88,25.564904199999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,109,-35dBm,,,"QoS Data, SN=973, FN=0, Flags=.p....F."
93,27.033859799999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,197,-42dBm,,,"QoS Data, SN=974, FN=0, Flags=.p..R.F."
96,27.652731499999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,197,-35dBm,,,"QoS Data, SN=975, FN=0, Flags=.p....F."
