No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
4,1.2832524,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,253,-50dBm,,,"QoS Data, SN=700, FN=0, Flags=.p....F."
6,2.4002764,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,232,-52dBm,,,"QoS Data, SN=701, FN=0, Flags=.p....F."
11,3.6210463,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-50dBm,,,"QoS Data, SN=702, FN=0, Flags=.p....F."
12,5.4668011,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-49dBm,,,"QoS Data, SN=703, FN=0, Flags=.p....F."
14,7.024992899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-53dBm,,,"QoS Data, SN=704, FN=0, Flags=.p....F."
16,8.689035599999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,177,-57dBm,,,"QoS Data, SN=705, FN=0, Flags=.p..R.F."
21,9.3408205,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,177,-51dBm,,,"QoS Data, SN=706, FN=0, Flags=.p....F."
26,10.8506897,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-53dBm,,,"QoS Data, SN=707, FN=0, Flags=.p....F."
27,12.4534129,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-52dBm,,,"QoS Data, SN=708, FN=0, Flags=.p....F."
32,13.8769075,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-51dBm,,,"QoS Data, SN=709, FN=0, Flags=.p..R.F."
33,15.2043278,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-40dBm,,,"QoS Data, SN=710, FN=0, Flags=.p....F."
35,15.7808692,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-54dBm,,,"QoS Data, SN=711, FN=0, Flags=.p..R.F."
39,17.316192,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-54dBm,,,"QoS Data, SN=712, FN=0, Flags=.p....F."
42,18.2109034,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-42dBm,,,"QoS Data, SN=713, FN=0, Flags=.p..R.F."
44,19.842091,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-57dBm,,,"QoS Data, SN=714, FN=0, Flags=.p....F."
48,21.1083974,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-55dBm,,,"QoS Data, SN=715, FN=0, Flags=.p....F."
