No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
2,0.5595285,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-41dBm,,,"QoS Data, SN=880, FN=0, Flags=.p....F."
6,0.7125452999999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-42dBm,,,"QoS Data, SN=881, FN=0, Flags=.p..R.F."
7,1.232116,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-46dBm,,,"QoS Data, SN=882, FN=0, Flags=.p....F."
12,2.3418035,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-51dBm,,,"QoS Data, SN=883, FN=0, Flags=.p..R.F."
16,2.5486422,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-56dBm,,,"QoS Data, SN=884, FN=0, Flags=.p....F."
19,3.3695245000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-51dBm,,,"QoS Data, SN=885, FN=0, Flags=.p....F."
21,4.3241548000000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-43dBm,,,"QoS Data, SN=886, FN=0, Flags=.p....F."
22,4.4971215,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-48dBm,,,"QoS Data, SN=887, FN=0, Flags=.p..R.F."
26,5.6858139,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-57dBm,,,"QoS Data, SN=888, FN=0, Flags=.p....F."
31,6.490144600000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-48dBm,,,"QoS Data, SN=889, FN=0, Flags=.p....F."
36,7.927411200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-51dBm,,,"QoS Data, SN=890, FN=0, Flags=.p....F."
38,8.7973134,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-49dBm,,,"QoS Data, SN=891, FN=0, Flags=.p....F."
42,9.3919985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-53dBm,,,"QoS Data, SN=892, FN=0, Flags=.p....F."
43,9.7801189,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-49dBm,,,"QoS Data, SN=893, FN=0, Flags=.p....F."
48,10.356043,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-56dBm,,,"QoS Data, SN=894, FN=0, Flags=.p....F."
53,10.950119599999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-52dBm,,,"QoS Data, SN=895, FN=0, Flags=.p..R.F."
56,11.8131276,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-44dBm,,,"QoS Data, SN=896, FN=0, Flags=.p....F."
57,12.6997837,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-48dBm,,,"QoS Data, SN=897, FN=0, Flags=.p....F."
61,14.449281899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-42dBm,,,"QoS Data, SN=898, FN=0, Flags=.p....F."
63,15.392221399999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-40dBm,,,"QoS Data, SN=899, FN=0, Flags=.p....F."
