No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
6,1.0319728,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,198,-33dBm,,,"QoS Data, SN=892, FN=0, Flags=.p....F."
9,2.1145041,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-40dBm,,,"QoS Data, SN=893, FN=0, Flags=.p....F."
13,3.1608354,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-34dBm,,,"QoS Data, SN=894, FN=0, Flags=.p....F."
14,3.8270141,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-27dBm,,,"QoS Data, SN=895, FN=0, Flags=.p..R.F."
18,4.2489297,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-35dBm,,,"QoS Data, SN=896, FN=0, Flags=.p....F."
19,5.0738851,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-28dBm,,,"QoS Data, SN=897, FN=0, Flags=.p....F."
24,5.0880913,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-33dBm,,,"QoS Data, SN=898, FN=0, Flags=.p..R.F."
25,6.3276140000000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-28dBm,,,"QoS Data, SN=899, FN=0, Flags=.p..R.F."
28,6.5792931,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-28dBm,,,"QoS Data, SN=900, FN=0, Flags=.p....F."
29,8.3887441,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-39dBm,,,"QoS Data, SN=901, FN=0, Flags=.p....F."
31,10.3199004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,180,-35dBm,,,"QoS Data, SN=902, FN=0, Flags=.p....F."
35,12.2229473,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-33dBm,,,"QoS Data, SN=903, FN=0, Flags=.p....F."
38,13.7818765,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-22dBm,,,"QoS Data, SN=904, FN=0, Flags=.p..R.F."
41,14.486138899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-45dBm,,,"QoS Data, SN=905, FN=0, Flags=.p....F."
46,15.241486799999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-41dBm,,,"QoS Data, SN=906, FN=0, Flags=.p....F."
48,16.3806671,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-39dBm,,,"QoS Data, SN=907, FN=0, Flags=.p....F."
52,16.5321262,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-26dBm,,,"QoS Data, SN=908, FN=0, Flags=.p....F."
57,17.2193499,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-29dBm,,,"QoS Data, SN=909, FN=0, Flags=.p....F."
62,17.9855488,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-30dBm,,,"QoS Data, SN=910, FN=0, Flags=.p....F."
67,18.2778614,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-34dBm,,,"QoS Data, SN=911, FN=0, Flags=.p..R.F."
72,18.491070099999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-38dBm,,,"QoS Data, SN=912, FN=0, Flags=.p....F."
76,20.096703599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-39dBm,,,"QoS Data, SN=913, FN=0, Flags=.p....F."
81,21.541345,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-27dBm,,,"QoS Data, SN=914, FN=0, Flags=.p..R.F."
84,23.1988272,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-32dBm,,,"QoS Data, SN=915, FN=0, Flags=.p....F."
86,24.2278223,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-30dBm,,,"QoS Data, SN=916, FN=0, Flags=.p..R.F."
90,25.6092938,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-36dBm,,,"QoS Data, SN=917, FN=0, Flags=.p....F."
93,26.9297528,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-25dBm,,,"QoS Data, SN=918, FN=0, Flags=.p..R.F."
94,28.883394499999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-37dBm,,,"QoS Data, SN=919, FN=0, Flags=.p....F."
96,29.608019699999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-43dBm,,,"QoS Data, SN=920, FN=0, Flags=.p....F."
99,30.369839199999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-28dBm,,,"QoS Data, SN=921, FN=0, Flags=.p....F."
