No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
2,0.2367141,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-17dBm,,,"QoS Data, SN=202, FN=0, Flags=.p....F."
6,1.0378522,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-36dBm,,,"QoS Data, SN=203, FN=0, Flags=.p..R.F."
9,2.7279137,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-30dBm,,,"QoS Data, SN=204, FN=0, Flags=.p..R.F."
10,3.3035292000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-36dBm,,,"QoS Data, SN=205, FN=0, Flags=.p..R.F."
14,4.1893918,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-48dBm,,,"QoS Data, SN=206, FN=0, Flags=.p....F."
19,5.9649414,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-31dBm,,,"QoS Data, SN=207, FN=0, Flags=.p....F."
22,7.958577099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,114,-48dBm,,,"QoS Data, SN=208, FN=0, Flags=.p..R.F."
25,9.002448999999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,114,-28dBm,,,"QoS Data, SN=209, FN=0, Flags=.p..R.F."
26,9.567645399999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,114,-19dBm,,,"QoS Data, SN=210, FN=0, Flags=.p....F."
30,11.516290099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-16dBm,,,"QoS Data, SN=211, FN=0, Flags=.p....F."
35,12.588352899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-23dBm,,,"QoS Data, SN=212, FN=0, Flags=.p....F."
38,12.991849499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-25dBm,,,"QoS Data, SN=213, FN=0, Flags=.p....F."
43,13.923743799999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-42dBm,,,"QoS Data, SN=214, FN=0, Flags=.p..R.F."
44,15.207085199999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-38dBm,,,"QoS Data, SN=215, FN=0, Flags=.p....F."
48,16.594762199999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-56dBm,,,"QoS Data, SN=216, FN=0, Flags=.p....F."
53,17.051193499999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-21dBm,,,"QoS Data, SN=217, FN=0, Flags=.p..R.F."
57,17.816762299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-23dBm,,,"QoS Data, SN=218, FN=0, Flags=.p....F."
62,18.9253324,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-35dBm,,,"QoS Data, SN=219, FN=0, Flags=.p..R.F."
65,19.3308643,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-28dBm,,,"QoS Data, SN=220, FN=0, Flags=.p....F."
69,19.9433129,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-28dBm,,,"QoS Data, SN=221, FN=0, Flags=.p....F."
70,21.327749299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,197,-30dBm,,,"QoS Data, SN=222, FN=0, Flags=.p....F."
75,23.070850999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-19dBm,,,"QoS Data, SN=223, FN=0, Flags=.p..R.F."
77,24.568152499999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-41dBm,,,"QoS Data, SN=224, FN=0, Flags=.p....F."
78,26.025724799999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-24dBm,,,"QoS Data, SN=225, FN=0, Flags=.p....F."
80,26.231605199999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-19dBm,,,"QoS Data, SN=226, FN=0, Flags=.p..R.F."
84,26.8261549,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-35dBm,,,"QoS Data, SN=227, FN=0, Flags=.p....F."
85,27.0043085,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-42dBm,,,"QoS Data, SN=228, FN=0, Flags=.p....F."
87,28.8479314,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-34dBm,,,"QoS Data, SN=229, FN=0, Flags=.p....F."
91,28.9501575,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-37dBm,,,"QoS Data, SN=230, FN=0, Flags=.p....F."
96,30.824394599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-44dBm,,,"QoS Data, SN=231, FN=0, Flags=.p....F."
98,31.719736599999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-28dBm,,,"QoS Data, SN=232, FN=0, Flags=.p....F."
102,31.900656899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-22dBm,,,"QoS Data, SN=233, FN=0, Flags=.p....F."
103,31.993160099999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-40dBm,,,"QoS Data, SN=234, FN=0, Flags=.p..R.F."
105,33.522352899999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-30dBm,,,"QoS Data, SN=235, FN=0, Flags=.p....F."
