No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
5,0.2051192,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-40dBm,,,"QoS Data, SN=695, FN=0, Flags=.p....F."
8,2.0998111,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-50dBm,,,"QoS Data, SN=696, FN=0, Flags=.p..R.F."
9,2.3984521,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-45dBm,,,"QoS Data, SN=697, FN=0, Flags=.p....F."
14,2.7487468,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-56dBm,,,"QoS Data, SN=698, FN=0, Flags=.p....F."
16,4.3643199,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-24dBm,,,"QoS Data, SN=699, FN=0, Flags=.p....F."
18,4.7947824,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-38dBm,,,"QoS Data, SN=700, FN=0, Flags=.p..R.F."
21,5.4006113,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-40dBm,,,"QoS Data, SN=701, FN=0, Flags=.p..R.F."
22,5.963284099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-35dBm,,,"QoS Data, SN=702, FN=0, Flags=.p..R.F."
23,7.458860499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-58dBm,,,"QoS Data, SN=703, FN=0, Flags=.p....F."
26,7.780590199999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-59dBm,,,"QoS Data, SN=704, FN=0, Flags=.p....F."
31,9.4649051,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-48dBm,,,"QoS Data, SN=705, FN=0, Flags=.p..R.F."
35,9.5069121,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-31dBm,,,"QoS Data, SN=706, FN=0, Flags=.p....F."
36,10.3096541,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-25dBm,,,"QoS Data, SN=707, FN=0, Flags=.p..R.F."
38,11.9027072,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-60dBm,,,"QoS Data, SN=708, FN=0, Flags=.p....F."
40,13.4169965,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,210,-35dBm,,,"QoS Data, SN=709, FN=0, Flags=.p....F."
44,15.0171128,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-35dBm,,,"QoS Data, SN=710, FN=0, Flags=.p..R.F."
48,15.192558,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-37dBm,,,"QoS Data, SN=711, FN=0, Flags=.p..R.F."
53,16.5223211,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-58dBm,,,"QoS Data, SN=712, FN=0, Flags=.p....F."
55,17.6372778,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-43dBm,,,"QoS Data, SN=713, FN=0, Flags=.p..R.F."
57,18.1624639,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-51dBm,,,"QoS Data, SN=714, FN=0, Flags=.p....F."
61,18.9051384,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-38dBm,,,"QoS Data, SN=715, FN=0, Flags=.p..R.F."
65,19.1063008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-36dBm,,,"QoS Data, SN=716, FN=0, Flags=.p....F."
68,20.4497234,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-61dBm,,,"QoS Data, SN=717, FN=0, Flags=.p..R.F."
70,21.757858,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-34dBm,,,"QoS Data, SN=718, FN=0, Flags=.p....F."
75,22.3101238,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-51dBm,,,"QoS Data, SN=719, FN=0, Flags=.p..R.F."
76,24.0190044,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-39dBm,,,"QoS Data, SN=720, FN=0, Flags=.p....F."
