No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
3,0.732754,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-46dBm,,,"QoS Data, SN=802, FN=0, Flags=.p..R.F."
4,1.4302696,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-45dBm,,,"QoS Data, SN=803, FN=0, Flags=.p....F."
7,2.4084190999999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-33dBm,,,"QoS Data, SN=804, FN=0, Flags=.p..R.F."
9,2.9228764,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-53dBm,,,"QoS Data, SN=805, FN=0, Flags=.p..R.F."
13,3.0095851999999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-48dBm,,,"QoS Data, SN=806, FN=0, Flags=.p..R.F."
17,4.4759081,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-42dBm,,,"QoS Data, SN=807, FN=0, Flags=.p....F."
19,6.131028,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-46dBm,,,"QoS Data, SN=808, FN=0, Flags=.p....F."
24,7.935026199999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-51dBm,,,"QoS Data, SN=809, FN=0, Flags=.p..R.F."
28,9.2041185,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-43dBm,,,"QoS Data, SN=810, FN=0, Flags=.p....F."
32,10.9433457,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-48dBm,,,"QoS Data, SN=811, FN=0, Flags=.p....F."
35,12.3337162,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-52dBm,,,"QoS Data, SN=812, FN=0, Flags=.p....F."
39,13.144725,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-40dBm,,,"QoS Data, SN=813, FN=0, Flags=.p..R.F."
41,14.081282499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-41dBm,,,"QoS Data, SN=814, FN=0, Flags=.p....F."
42,14.4163448,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-57dBm,,,"QoS Data, SN=815, FN=0, Flags=.p....F."
43,16.095986099999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-42dBm,,,"QoS Data, SN=816, FN=0, Flags=.p....F."
48,17.852728699999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,197,-43dBm,,,"QoS Data, SN=817, FN=0, Flags=.p..R.F."
50,18.903210599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-37dBm,,,"QoS Data, SN=818, FN=0, Flags=.p..R.F."
55,19.891983399999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-44dBm,,,"QoS Data, SN=819, FN=0, Flags=.p..R.F."
59,21.7005867,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-41dBm,,,"QoS Data, SN=820, FN=0, Flags=.p....F."
64,21.9096647,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-56dBm,,,"QoS Data, SN=821, FN=0, Flags=.p..R.F."
68,23.2520879,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-57dBm,,,"QoS Data, SN=822, FN=0, Flags=.p....F."
69,24.0336952,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-69dBm,,,"QoS Data, SN=823, FN=0, Flags=.p..R.F."
71,24.2865754,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-42dBm,,,"QoS Data, SN=824, FN=0, Flags=.p..R.F."
72,26.0204181,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-33dBm,,,"QoS Data, SN=825, FN=0, Flags=.p..R.F."
