No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
3,0.2402252,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-49dBm,,,"QoS Data, SN=950, FN=0, Flags=.p..R.F."
5,0.8992373,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-42dBm,,,"QoS Data, SN=951, FN=0, Flags=.p....F."
7,2.8854538,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-49dBm,,,"QoS Data, SN=952, FN=0, Flags=.p..R.F."
8,3.5377032,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-63dBm,,,"QoS Data, SN=953, FN=0, Flags=.p....F."
11,3.5754563000000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-51dBm,,,"QoS Data, SN=954, FN=0, Flags=.p....F."
12,4.0595584,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-51dBm,,,"QoS Data, SN=955, FN=0, Flags=.p....F."
15,5.0893602,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-42dBm,,,"QoS Data, SN=956, FN=0, Flags=.p..R.F."
17,5.4103911,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-56dBm,,,"QoS Data, SN=957, FN=0, Flags=.p....F."
20,6.107546,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-59dBm,,,"QoS Data, SN=958, FN=0, Flags=.p..R.F."
22,6.2087624,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-49dBm,,,"QoS Data, SN=959, FN=0, Flags=.p..R.F."
26,8.0976658,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-52dBm,,,"QoS Data, SN=960, FN=0, Flags=.p....F."
27,9.141969,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,128,-51dBm,,,"QoS Data, SN=961, FN=0, Flags=.p..R.F."
31,9.9248595,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,128,-53dBm,,,"QoS Data, SN=962, FN=0, Flags=.p..R.F."
34,10.9456164,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-57dBm,,,"QoS Data, SN=963, FN=0, Flags=.p....F."
37,12.8420439,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-52dBm,,,"QoS Data, SN=964, FN=0, Flags=.p..R.F."
41,12.992192300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-56dBm,,,"QoS Data, SN=965, FN=0, Flags=.p..R.F."
43,13.8515171,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-58dBm,,,"QoS Data, SN=966, FN=0, Flags=.p....F."
44,14.3097989,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-64dBm,,,"QoS Data, SN=967, FN=0, Flags=.p..R.F."
49,15.279772900000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-51dBm,,,"QoS Data, SN=968, FN=0, Flags=.p....F."
50,15.7964941,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-47dBm,,,"QoS Data, SN=969, FN=0, Flags=.p....F."
55,17.6153236,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-48dBm,,,"QoS Data, SN=970, FN=0, Flags=.p....F."
56,18.3558924,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-44dBm,,,"QoS Data, SN=971, FN=0, Flags=.p..R.F."
61,19.5078616,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,256,-57dBm,,,"QoS Data, SN=972, FN=0, Flags=.p....F."
64,20.214507599999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,256,-43dBm,,,"QoS Data, SN=973, FN=0, Flags=.p....F."
66,20.2937627,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,256,-47dBm,,,"QoS Data, SN=974, FN=0, Flags=.p....F."
67,21.0658811,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,256,-43dBm,,,"QoS Data, SN=975, FN=0, Flags=.p....F."
69,22.107133899999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-55dBm,,,"QoS Data, SN=976, FN=0, Flags=.p....F."
74,23.657357499999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-46dBm,,,"QoS Data, SN=977, FN=0, Flags=.p..R.F."
79,25.437949899999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,160,-55dBm,,,"QoS Data, SN=978, FN=0, Flags=.p....F."
83,26.145382199999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,160,-54dBm,,,"QoS Data, SN=979, FN=0, Flags=.p....F."
86,26.406525099999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,160,-50dBm,,,"QoS Data, SN=980, FN=0, Flags=.p....F."
88,26.739572699999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,160,-55dBm,,,"QoS Data, SN=981, FN=0, Flags=.p....F."
91,27.106471899999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,160,-53dBm,,,"QoS Data, SN=982, FN=0, Flags=.p....F."
92,28.146546199999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-43dBm,,,"QoS Data, SN=983, FN=0, Flags=.p..R.F."
