No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
6,1.0539596,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-27dBm,,,"QoS Data, SN=751, FN=0, Flags=.p..R.F."
10,2.9916932000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-24dBm,,,"QoS Data, SN=752, FN=0, Flags=.p..R.F."
13,4.3090364,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-23dBm,,,"QoS Data, SN=753, FN=0, Flags=.p....F."
15,5.1036096,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-39dBm,,,"QoS Data, SN=754, FN=0, Flags=.p....F."
20,6.805971100000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-41dBm,,,"QoS Data, SN=755, FN=0, Flags=.p....F."
23,7.167659400000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-32dBm,,,"QoS Data, SN=756, FN=0, Flags=.p..R.F."
27,7.602103500000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-35dBm,,,"QoS Data, SN=757, FN=0, Flags=.p..R.F."
29,8.949653600000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-37dBm,,,"QoS Data, SN=758, FN=0, Flags=.p..R.F."
33,9.994922800000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,200,-24dBm,,,"QoS Data, SN=759, FN=0, Flags=.p..R.F."
35,10.686015200000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,200,-23dBm,,,"QoS Data, SN=760, FN=0, Flags=.p....F."
36,12.581272900000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-48dBm,,,"QoS Data, SN=761, FN=0, Flags=.p....F."
41,13.276971500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-39dBm,,,"QoS Data, SN=762, FN=0, Flags=.p....F."
46,14.175935200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-44dBm,,,"QoS Data, SN=763, FN=0, Flags=.p....F."
47,14.581051800000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-43dBm,,,"QoS Data, SN=764, FN=0, Flags=.p..R.F."
49,16.525134700000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-40dBm,,,"QoS Data, SN=765, FN=0, Flags=.p..R.F."
52,18.0166043,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-36dBm,,,"QoS Data, SN=766, FN=0, Flags=.p....F."
54,19.268635500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,205,-33dBm,,,"QoS Data, SN=767, FN=0, Flags=.p....F."
58,20.790231700000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-49dBm,,,"QoS Data, SN=768, FN=0, Flags=.p..R.F."
62,22.356246200000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-40dBm,,,"QoS Data, SN=769, FN=0, Flags=.p....F."
67,24.317470500000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,180,-21dBm,,,"QoS Data, SN=770, FN=0, Flags=.p..R.F."
68,25.754991600000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-41dBm,,,"QoS Data, SN=771, FN=0, Flags=.p....F."
72,25.822696000000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-39dBm,,,"QoS Data, SN=772, FN=0, Flags=.p....F."
74,27.283249800000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-32dBm,,,"QoS Data, SN=773, FN=0, Flags=.p....F."
78,28.85350220000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-27dBm,,,"QoS Data, SN=774, FN=0, Flags=.p....F."
81,30.18179300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-32dBm,,,"QoS Data, SN=775, FN=0, Flags=.p..R.F."
85,30.86591140000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-28dBm,,,"QoS Data, SN=776, FN=0, Flags=.p....F."
87,30.993017500000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-45dBm,,,"QoS Data, SN=777, FN=0, Flags=.p....F."
90,31.758312600000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-32dBm,,,"QoS Data, SN=778, FN=0, Flags=.p....F."
95,32.021988500000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-19dBm,,,"QoS Data, SN=779, FN=0, Flags=.p....F."
100,33.60311780000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-44dBm,,,"QoS Data, SN=780, FN=0, Flags=.p....F."
105,34.986616600000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-31dBm,,,"QoS Data, SN=781, FN=0, Flags=.p..R.F."
109,36.431395,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-32dBm,,,"QoS Data, SN=782, FN=0, Flags=.p..R.F."
113,38.2174378,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-19dBm,,,"QoS Data, SN=783, FN=0, Flags=.p..R.F."
115,39.4483555,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-25dBm,,,"QoS Data, SN=784, FN=0, Flags=.p....F."
118,40.5571815,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-39dBm,,,"QoS Data, SN=785, FN=0, Flags=.p....F."
