No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
6,0.8001839,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-38dBm,,,"QoS Data, SN=747, FN=0, Flags=.p....F."
8,1.4444354,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-38dBm,,,"QoS Data, SN=748, FN=0, Flags=.p..R.F."
11,2.0057785,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-36dBm,,,"QoS Data, SN=749, FN=0, Flags=.p....F."
15,2.8783371,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-53dBm,,,"QoS Data, SN=750, FN=0, Flags=.p....F."
18,3.0710546,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-42dBm,,,"QoS Data, SN=751, FN=0, Flags=.p..R.F."
20,4.3774676,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-47dBm,,,"QoS Data, SN=752, FN=0, Flags=.p..R.F."
25,6.2423075,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,245,-39dBm,,,"QoS Data, SN=753, FN=0, Flags=.p....F."
30,6.3642319,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,245,-38dBm,,,"QoS Data, SN=754, FN=0, Flags=.p....F."
34,7.717756,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-42dBm,,,"QoS Data, SN=755, FN=0, Flags=.p....F."
38,9.360869899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-35dBm,,,"QoS Data, SN=756, FN=0, Flags=.p..R.F."
40,9.7467718,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-33dBm,,,"QoS Data, SN=757, FN=0, Flags=.p....F."
41,10.9684122,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-35dBm,,,"QoS Data, SN=758, FN=0, Flags=.p....F."
42,11.0679156,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-46dBm,,,"QoS Data, SN=759, FN=0, Flags=.p....F."
44,11.534602,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-35dBm,,,"QoS Data, SN=760, FN=0, Flags=.p....F."
49,13.440152999999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-38dBm,,,"QoS Data, SN=761, FN=0, Flags=.p....F."
53,13.868002999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-43dBm,,,"QoS Data, SN=762, FN=0, Flags=.p....F."
57,14.302057299999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-31dBm,,,"QoS Data, SN=763, FN=0, Flags=.p....F."
59,15.162281299999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-42dBm,,,"QoS Data, SN=764, FN=0, Flags=.p....F."
64,15.469038499999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-45dBm,,,"QoS Data, SN=765, FN=0, Flags=.p....F."
65,16.448440899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-40dBm,,,"QoS Data, SN=766, FN=0, Flags=.p....F."
70,17.967482699999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,245,-53dBm,,,"QoS Data, SN=767, FN=0, Flags=.p....F."
71,19.938535499999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-34dBm,,,"QoS Data, SN=768, FN=0, Flags=.p....F."
76,20.075961899999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-38dBm,,,"QoS Data, SN=769, FN=0, Flags=.p....F."
78,21.348493499999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-28dBm,,,"QoS Data, SN=770, FN=0, Flags=.p....F."
80,21.422342199999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-33dBm,,,"QoS Data, SN=771, FN=0, Flags=.p..R.F."
82,22.025073699999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-40dBm,,,"QoS Data, SN=772, FN=0, Flags=.p....F."
83,22.044268799999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-39dBm,,,"QoS Data, SN=773, FN=0, Flags=.p....F."
85,22.582546199999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-43dBm,,,"QoS Data, SN=774, FN=0, Flags=.p....F."
86,24.421209999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-37dBm,,,"QoS Data, SN=775, FN=0, Flags=.p..R.F."
91,25.682269899999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,205,-40dBm,,,"QoS Data, SN=776, FN=0, Flags=.p..R.F."
94,27.222997299999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-25dBm,,,"QoS Data, SN=777, FN=0, Flags=.p....F."
96,27.671382299999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-43dBm,,,"QoS Data, SN=778, FN=0, Flags=.p..R.F."
97,28.761301499999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-38dBm,,,"QoS Data, SN=779, FN=0, Flags=.p..R.F."
102,29.346734999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-28dBm,,,"QoS Data, SN=780, FN=0, Flags=.p....F."
107,31.338774599999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-44dBm,,,"QoS Data, SN=781, FN=0, Flags=.p..R.F."
108,32.886826899999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-39dBm,,,"QoS Data, SN=782, FN=0, Flags=.p....F."
113,34.411354499999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-45dBm,,,"QoS Data, SN=783, FN=0, Flags=.p....F."
116,34.911131399999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-50dBm,,,"QoS Data, SN=784, FN=0, Flags=.p..R.F."
121,36.627941199999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-34dBm,,,"QoS Data, SN=785, FN=0, Flags=.p..R.F."
123,37.02141879999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-36dBm,,,"QoS Data, SN=786, FN=0, Flags=.p....F."
127,38.049638599999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-38dBm,,,"QoS Data, SN=787, FN=0, Flags=.p..R.F."
128,39.41534469999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-41dBm,,,"QoS Data, SN=788, FN=0, Flags=.p....F."
133,40.20764219999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-37dBm,,,"QoS Data, SN=789, FN=0, Flags=.p....F."
134,40.903559399999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-36dBm,,,"QoS Data, SN=790, FN=0, Flags=.p....F."
135,41.85597339999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-23dBm,,,"QoS Data, SN=791, FN=0, Flags=.p..R.F."
139,42.29478249999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-35dBm,,,"QoS Data, SN=792, FN=0, Flags=.p....F."
142,42.574665199999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-33dBm,,,"QoS Data, SN=793, FN=0, Flags=.p....F."
145,43.215169399999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-41dBm,,,"QoS Data, SN=794, FN=0, Flags=.p....F."
148,44.389627799999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,200,-42dBm,,,"QoS Data, SN=795, FN=0, Flags=.p....F."
149,46.058185999999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,222,-31dBm,,,"QoS Data, SN=796, FN=0, Flags=.p....F."
153,47.96700839999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-34dBm,,,"QoS Data, SN=797, FN=0, Flags=.p....F."
157,49.11416629999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-38dBm,,,"QoS Data, SN=798, FN=0, Flags=.p....F."
161,50.55518799999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,222,-42dBm,,,"QoS Data, SN=799, FN=0, Flags=.p....F."
165,51.110303499999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,222,-37dBm,,,"QoS Data, SN=800, FN=0, Flags=.p..R.F."
167,53.06856889999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-42dBm,,,"QoS Data, SN=801, FN=0, Flags=.p....F."
168,53.76783039999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-47dBm,,,"QoS Data, SN=802, FN=0, Flags=.p..R.F."
173,53.945487599999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-38dBm,,,"QoS Data, SN=803, FN=0, Flags=.p..R.F."
178,55.370310199999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-47dBm,,,"QoS Data, SN=804, FN=0, Flags=.p....F."
179,57.07140059999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-49dBm,,,"QoS Data, SN=805, FN=0, Flags=.p....F."
181,58.14413469999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-42dBm,,,"QoS Data, SN=806, FN=0, Flags=.p....F."
185,59.374486099999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-26dBm,,,"QoS Data, SN=807, FN=0, Flags=.p..R.F."
187,60.843890499999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-38dBm,,,"QoS Data, SN=808, FN=0, Flags=.p..R.F."
192,61.530682099999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-32dBm,,,"QoS Data, SN=809, FN=0, Flags=.p....F."
193,63.52784729999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-40dBm,,,"QoS Data, SN=810, FN=0, Flags=.p..R.F."
194,64.08061739999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-37dBm,,,"QoS Data, SN=811, FN=0, Flags=.p....F."
198,64.81094769999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-38dBm,,,"QoS Data, SN=812, FN=0, Flags=.p..R.F."
200,65.34957599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-43dBm,,,"QoS Data, SN=813, FN=0, Flags=.p....F."
204,66.94053549999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-24dBm,,,"QoS Data, SN=814, FN=0, Flags=.p..R.F."
207,66.96080269999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-26dBm,,,"QoS Data, SN=815, FN=0, Flags=.p..R.F."
210,67.42170749999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-41dBm,,,"QoS Data, SN=816, FN=0, Flags=.p....F."
215,67.59776589999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-32dBm,,,"QoS Data, SN=817, FN=0, Flags=.p....F."
216,68.40502289999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-41dBm,,,"QoS Data, SN=818, FN=0, Flags=.p..R.F."
221,70.1146656,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-39dBm,,,"QoS Data, SN=819, FN=0, Flags=.p....F."
224,70.3255264,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-36dBm,,,"QoS Data, SN=820, FN=0, Flags=.p..R.F."
225,72.2973054,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,232,-40dBm,,,"QoS Data, SN=821, FN=0, Flags=.p..R.F."
228,73.0774026,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,232,-28dBm,,,"QoS Data, SN=822, FN=0, Flags=.p..R.F."
230,73.933376,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,232,-40dBm,,,"QoS Data, SN=823, FN=0, Flags=.p....F."
232,74.29172349999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,232,-42dBm,,,"QoS Data, SN=824, FN=0, Flags=.p....F."
233,75.65923459999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-35dBm,,,"QoS Data, SN=825, FN=0, Flags=.p....F."
237,77.07903219999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,199,-32dBm,,,"QoS Data, SN=826, FN=0, Flags=.p....F."
