No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
3,1.5918771999999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-66dBm,,,"QoS Data, SN=396, FN=0, Flags=.p....F."
4,1.8320551999999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-40dBm,,,"QoS Data, SN=397, FN=0, Flags=.p....F."
6,2.950127,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-53dBm,,,"QoS Data, SN=398, FN=0, Flags=.p....F."
11,3.5685695,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-50dBm,,,"QoS Data, SN=399, FN=0, Flags=.p....F."
14,5.252948,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,207,-37dBm,,,"QoS Data, SN=400, FN=0, Flags=.p....F."
15,6.3563351,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-34dBm,,,"QoS Data, SN=401, FN=0, Flags=.p..R.F."
16,7.1822938,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-47dBm,,,"QoS Data, SN=402, FN=0, Flags=.p....F."
19,8.0729994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-42dBm,,,"QoS Data, SN=403, FN=0, Flags=.p....F."
21,9.7439844,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-46dBm,,,"QoS Data, SN=404, FN=0, Flags=.p....F."
25,11.7223127,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-44dBm,,,"QoS Data, SN=405, FN=0, Flags=.p....F."
30,12.1665979,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-56dBm,,,"QoS Data, SN=406, FN=0, Flags=.p....F."
32,12.7704376,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-47dBm,,,"QoS Data, SN=407, FN=0, Flags=.p..R.F."
37,14.591368399999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-43dBm,,,"QoS Data, SN=408, FN=0, Flags=.p....F."
40,15.462579899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-40dBm,,,"QoS Data, SN=409, FN=0, Flags=.p..R.F."
42,16.5309885,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-47dBm,,,"QoS Data, SN=410, FN=0, Flags=.p..R.F."
