No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
6,1.631916,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-22dBm,,,"QoS Data, SN=702, FN=0, Flags=.p....F."
7,2.7299164,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-42dBm,,,"QoS Data, SN=703, FN=0, Flags=.p....F."
8,3.6653557,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-48dBm,,,"QoS Data, SN=704, FN=0, Flags=.p....F."
9,4.2702483,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-49dBm,,,"QoS Data, SN=705, FN=0, Flags=.p..R.F."
10,6.1250502000000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-48dBm,,,"QoS Data, SN=706, FN=0, Flags=.p..R.F."
14,6.669695000000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-38dBm,,,"QoS Data, SN=707, FN=0, Flags=.p....F."
18,6.878243600000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-50dBm,,,"QoS Data, SN=708, FN=0, Flags=.p....F."
22,7.670085000000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-31dBm,,,"QoS Data, SN=709, FN=0, Flags=.p..R.F."
23,8.342652600000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-43dBm,,,"QoS Data, SN=710, FN=0, Flags=.p....F."
24,9.507614,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-53dBm,,,"QoS Data, SN=711, FN=0, Flags=.p....F."
28,11.074845700000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,253,-40dBm,,,"QoS Data, SN=712, FN=0, Flags=.p....F."
29,12.629917,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-22dBm,,,"QoS Data, SN=713, FN=0, Flags=.p....F."
31,14.361500800000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-31dBm,,,"QoS Data, SN=714, FN=0, Flags=.p....F."
