No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
2,1.5384377,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-29dBm,,,"QoS Data, SN=574, FN=0, Flags=.p....F."
4,3.0981899999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-16dBm,,,"QoS Data, SN=575, FN=0, Flags=.p....F."
5,4.153974,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-26dBm,,,"QoS Data, SN=576, FN=0, Flags=.p....F."
9,5.1594187,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-32dBm,,,"QoS Data, SN=577, FN=0, Flags=.p..R.F."
14,6.6964584,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-26dBm,,,"QoS Data, SN=578, FN=0, Flags=.p..R.F."
15,8.6170514,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-39dBm,,,"QoS Data, SN=579, FN=0, Flags=.p....F."
19,9.2596812,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-53dBm,,,"QoS Data, SN=580, FN=0, Flags=.p....F."
22,10.335540499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-36dBm,,,"QoS Data, SN=581, FN=0, Flags=.p..R.F."
27,12.068910899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-35dBm,,,"QoS Data, SN=582, FN=0, Flags=.p..R.F."
31,13.8528063,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-29dBm,,,"QoS Data, SN=583, FN=0, Flags=.p....F."
34,15.4096592,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-24dBm,,,"QoS Data, SN=584, FN=0, Flags=.p....F."
35,16.2990627,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-33dBm,,,"QoS Data, SN=585, FN=0, Flags=.p....F."
38,16.6894753,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-17dBm,,,"QoS Data, SN=586, FN=0, Flags=.p....F."
43,17.949254200000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-42dBm,,,"QoS Data, SN=587, FN=0, Flags=.p..R.F."
47,19.637711900000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-34dBm,,,"QoS Data, SN=588, FN=0, Flags=.p....F."
50,20.938615100000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-16dBm,,,"QoS Data, SN=589, FN=0, Flags=.p..R.F."
53,22.540308900000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-31dBm,,,"QoS Data, SN=590, FN=0, Flags=.p....F."
58,22.592259200000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-16dBm,,,"QoS Data, SN=591, FN=0, Flags=.p..R.F."
60,24.356313600000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-50dBm,,,"QoS Data, SN=592, FN=0, Flags=.p..R.F."
61,26.038170800000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-66dBm,,,"QoS Data, SN=593, FN=0, Flags=.p..R.F."
64,26.193792200000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-28dBm,,,"QoS Data, SN=594, FN=0, Flags=.p..R.F."
67,26.571345600000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-22dBm,,,"QoS Data, SN=595, FN=0, Flags=.p....F."
72,27.926540900000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-45dBm,,,"QoS Data, SN=596, FN=0, Flags=.p....F."
75,29.627575500000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-31dBm,,,"QoS Data, SN=597, FN=0, Flags=.p....F."
76,30.013321500000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-38dBm,,,"QoS Data, SN=598, FN=0, Flags=.p....F."
77,30.86762480000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-52dBm,,,"QoS Data, SN=599, FN=0, Flags=.p....F."
82,32.37061950000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-41dBm,,,"QoS Data, SN=600, FN=0, Flags=.p....F."
83,33.74534550000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-31dBm,,,"QoS Data, SN=601, FN=0, Flags=.p....F."
86,33.91364590000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-20dBm,,,"QoS Data, SN=602, FN=0, Flags=.p..R.F."
87,34.88455320000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-17dBm,,,"QoS Data, SN=603, FN=0, Flags=.p....F."
88,36.22412120000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-40dBm,,,"QoS Data, SN=604, FN=0, Flags=.p..R.F."
93,36.52295270000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-41dBm,,,"QoS Data, SN=605, FN=0, Flags=.p....F."
94,37.55515420000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,222,-53dBm,,,"QoS Data, SN=606, FN=0, Flags=.p..R.F."
95,37.80493280000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,222,-32dBm,,,"QoS Data, SN=607, FN=0, Flags=.p....F."
98,39.01772000000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-35dBm,,,"QoS Data, SN=608, FN=0, Flags=.p....F."
103,40.38965930000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-44dBm,,,"QoS Data, SN=609, FN=0, Flags=.p..R.F."
107,41.30923520000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-49dBm,,,"QoS Data, SN=610, FN=0, Flags=.p....F."
112,42.05022930000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-31dBm,,,"QoS Data, SN=611, FN=0, Flags=.p..R.F."
114,43.42497730000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-32dBm,,,"QoS Data, SN=612, FN=0, Flags=.p..R.F."
118,44.74357090000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-45dBm,,,"QoS Data, SN=613, FN=0, Flags=.p....F."
120,45.24285300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-21dBm,,,"QoS Data, SN=614, FN=0, Flags=.p....F."
125,46.58235400000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-58dBm,,,"QoS Data, SN=615, FN=0, Flags=.p..R.F."
130,46.58617260000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-22dBm,,,"QoS Data, SN=616, FN=0, Flags=.p....F."
133,48.112328800000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-31dBm,,,"QoS Data, SN=617, FN=0, Flags=.p....F."
135,49.910504400000015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-24dBm,,,"QoS Data, SN=618, FN=0, Flags=.p..R.F."
140,51.799236100000016,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,114,-36dBm,,,"QoS Data, SN=619, FN=0, Flags=.p....F."
143,51.94709620000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,114,-26dBm,,,"QoS Data, SN=620, FN=0, Flags=.p..R.F."
145,53.561348500000015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-17dBm,,,"QoS Data, SN=621, FN=0, Flags=.p....F."
146,53.746877800000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-31dBm,,,"QoS Data, SN=622, FN=0, Flags=.p....F."
148,53.87904670000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-28dBm,,,"QoS Data, SN=623, FN=0, Flags=.p....F."
149,54.840075800000015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-30dBm,,,"QoS Data, SN=624, FN=0, Flags=.p..R.F."
151,56.30583570000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-36dBm,,,"QoS Data, SN=625, FN=0, Flags=.p....F."
153,58.16618910000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-40dBm,,,"QoS Data, SN=626, FN=0, Flags=.p..R.F."
158,59.74937150000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-19dBm,,,"QoS Data, SN=627, FN=0, Flags=.p..R.F."
160,60.824663700000016,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-23dBm,,,"QoS Data, SN=628, FN=0, Flags=.p....F."
163,61.530166500000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-44dBm,,,"QoS Data, SN=629, FN=0, Flags=.p....F."
166,63.16662330000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-28dBm,,,"QoS Data, SN=630, FN=0, Flags=.p..R.F."
169,64.62792770000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-26dBm,,,"QoS Data, SN=631, FN=0, Flags=.p..R.F."
171,65.29989400000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-22dBm,,,"QoS Data, SN=632, FN=0, Flags=.p....F."
173,67.07854010000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-39dBm,,,"QoS Data, SN=633, FN=0, Flags=.p..R.F."
175,67.78284280000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-15dBm,,,"QoS Data, SN=634, FN=0, Flags=.p....F."
177,69.41986800000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-27dBm,,,"QoS Data, SN=635, FN=0, Flags=.p....F."
181,70.38918430000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-22dBm,,,"QoS Data, SN=636, FN=0, Flags=.p....F."
182,71.05867830000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-41dBm,,,"QoS Data, SN=637, FN=0, Flags=.p....F."
183,71.21841900000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-30dBm,,,"QoS Data, SN=638, FN=0, Flags=.p....F."
187,71.34808400000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-31dBm,,,"QoS Data, SN=639, FN=0, Flags=.p....F."
189,72.68711110000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-26dBm,,,"QoS Data, SN=640, FN=0, Flags=.p....F."
194,72.6889878,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-38dBm,,,"QoS Data, SN=641, FN=0, Flags=.p....F."
197,73.2267326,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-21dBm,,,"QoS Data, SN=642, FN=0, Flags=.p..R.F."
199,74.3549258,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-24dBm,,,"QoS Data, SN=643, FN=0, Flags=.p....F."
200,74.9904832,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-25dBm,,,"QoS Data, SN=644, FN=0, Flags=.p..R.F."
201,75.8383574,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-27dBm,,,"QoS Data, SN=645, FN=0, Flags=.p....F."
204,76.27870010000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-21dBm,,,"QoS Data, SN=646, FN=0, Flags=.p..R.F."
206,77.40467960000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-22dBm,,,"QoS Data, SN=647, FN=0, Flags=.p....F."
207,77.90844530000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-49dBm,,,"QoS Data, SN=648, FN=0, Flags=.p....F."
210,78.8887722,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-31dBm,,,"QoS Data, SN=649, FN=0, Flags=.p....F."
215,80.22316210000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-25dBm,,,"QoS Data, SN=650, FN=0, Flags=.p....F."
219,81.19883060000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-34dBm,,,"QoS Data, SN=651, FN=0, Flags=.p..R.F."
221,83.18974200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-27dBm,,,"QoS Data, SN=652, FN=0, Flags=.p....F."
225,83.829496,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-24dBm,,,"QoS Data, SN=653, FN=0, Flags=.p....F."
229,85.26671540000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,253,-18dBm,,,"QoS Data, SN=654, FN=0, Flags=.p..R.F."
231,87.15266160000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-24dBm,,,"QoS Data, SN=655, FN=0, Flags=.p....F."
232,88.20911570000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-30dBm,,,"QoS Data, SN=656, FN=0, Flags=.p..R.F."
234,89.5174381,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-58dBm,,,"QoS Data, SN=657, FN=0, Flags=.p....F."
235,91.0054085,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-29dBm,,,"QoS Data, SN=658, FN=0, Flags=.p....F."
236,92.1015148,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-15dBm,,,"QoS Data, SN=659, FN=0, Flags=.p..R.F."
240,92.54706,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-44dBm,,,"QoS Data, SN=660, FN=0, Flags=.p..R.F."
245,93.583991,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-44dBm,,,"QoS Data, SN=661, FN=0, Flags=.p....F."
250,94.1762684,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-18dBm,,,"QoS Data, SN=662, FN=0, Flags=.p....F."
255,94.8314014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-22dBm,,,"QoS Data, SN=663, FN=0, Flags=.p..R.F."
257,96.5891738,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-26dBm,,,"QoS Data, SN=664, FN=0, Flags=.p....F."
262,97.6941159,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-37dBm,,,"QoS Data, SN=665, FN=0, Flags=.p....F."
264,98.5264407,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-33dBm,,,"QoS Data, SN=666, FN=0, Flags=.p....F."
267,100.2799575,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-25dBm,,,"QoS Data, SN=667, FN=0, Flags=.p....F."
272,101.1690003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-32dBm,,,"QoS Data, SN=668, FN=0, Flags=.p..R.F."
274,102.7180435,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-32dBm,,,"QoS Data, SN=669, FN=0, Flags=.p..R.F."
277,104.38565639999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-23dBm,,,"QoS Data, SN=670, FN=0, Flags=.p..R.F."
280,104.87531179999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-32dBm,,,"QoS Data, SN=671, FN=0, Flags=.p....F."
282,106.37436,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-36dBm,,,"QoS Data, SN=672, FN=0, Flags=.p....F."
287,106.9993049,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-30dBm,,,"QoS Data, SN=673, FN=0, Flags=.p..R.F."
288,107.3030726,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-59dBm,,,"QoS Data, SN=674, FN=0, Flags=.p..R.F."
293,107.8122916,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-41dBm,,,"QoS Data, SN=675, FN=0, Flags=.p..R.F."
298,108.7353826,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-33dBm,,,"QoS Data, SN=676, FN=0, Flags=.p....F."
300,110.56398589999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-35dBm,,,"QoS Data, SN=677, FN=0, Flags=.p..R.F."
302,112.1263592,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-24dBm,,,"QoS Data, SN=678, FN=0, Flags=.p..R.F."
304,113.3723658,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-17dBm,,,"QoS Data, SN=679, FN=0, Flags=.p..R.F."
306,113.78152659999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-44dBm,,,"QoS Data, SN=680, FN=0, Flags=.p....F."
311,114.09135839999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-47dBm,,,"QoS Data, SN=681, FN=0, Flags=.p....F."
