No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
4,1.3485675,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-43dBm,,,"QoS Data, SN=733, FN=0, Flags=.p....F."
6,2.375802,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,232,-54dBm,,,"QoS Data, SN=734, FN=0, Flags=.p....F."
7,3.4523279000000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-42dBm,,,"QoS Data, SN=735, FN=0, Flags=.p..R.F."
12,4.5561672,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-51dBm,,,"QoS Data, SN=736, FN=0, Flags=.p....F."
14,6.12227,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-28dBm,,,"QoS Data, SN=737, FN=0, Flags=.p....F."
17,8.0200678,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-65dBm,,,"QoS Data, SN=738, FN=0, Flags=.p....F."
20,9.940761199999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-35dBm,,,"QoS Data, SN=739, FN=0, Flags=.p....F."
22,11.4942505,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-61dBm,,,"QoS Data, SN=740, FN=0, Flags=.p....F."
24,11.5411097,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-35dBm,,,"QoS Data, SN=741, FN=0, Flags=.p..R.F."
26,13.4616106,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-25dBm,,,"QoS Data, SN=742, FN=0, Flags=.p....F."
28,14.5403214,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-56dBm,,,"QoS Data, SN=743, FN=0, Flags=.p....F."
32,15.4471507,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-43dBm,,,"QoS Data, SN=744, FN=0, Flags=.p..R.F."
33,17.1988213,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-53dBm,,,"QoS Data, SN=745, FN=0, Flags=.p....F."
34,19.017561999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-42dBm,,,"QoS Data, SN=746, FN=0, Flags=.p....F."
36,19.9442916,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-43dBm,,,"QoS Data, SN=747, FN=0, Flags=.p....F."
41,20.1322147,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-51dBm,,,"QoS Data, SN=748, FN=0, Flags=.p..R.F."
45,21.8152653,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-51dBm,,,"QoS Data, SN=749, FN=0, Flags=.p..R.F."
46,22.7423266,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-73dBm,,,"QoS Data, SN=750, FN=0, Flags=.p....F."
51,23.249777899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-58dBm,,,"QoS Data, SN=751, FN=0, Flags=.p..R.F."
56,25.030901299999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-57dBm,,,"QoS Data, SN=752, FN=0, Flags=.p....F."
60,25.670555799999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-42dBm,,,"QoS Data, SN=753, FN=0, Flags=.p....F."
64,27.556564399999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-50dBm,,,"QoS Data, SN=754, FN=0, Flags=.p..R.F."
68,28.788335199999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-61dBm,,,"QoS Data, SN=755, FN=0, Flags=.p..R.F."
69,30.425529899999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,199,-37dBm,,,"QoS Data, SN=756, FN=0, Flags=.p....F."
71,31.985641999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-45dBm,,,"QoS Data, SN=757, FN=0, Flags=.p....F."
75,32.33255389999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-50dBm,,,"QoS Data, SN=758, FN=0, Flags=.p..R.F."
77,33.627261999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-50dBm,,,"QoS Data, SN=759, FN=0, Flags=.p..R.F."
82,34.756361899999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-59dBm,,,"QoS Data, SN=760, FN=0, Flags=.p..R.F."
86,35.672665499999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-58dBm,,,"QoS Data, SN=761, FN=0, Flags=.p..R.F."
88,36.203375099999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-54dBm,,,"QoS Data, SN=762, FN=0, Flags=.p....F."
89,38.08669999999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-44dBm,,,"QoS Data, SN=763, FN=0, Flags=.p....F."
