No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
3,0.8365442,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-48dBm,,,"QoS Data, SN=1, FN=0, Flags=.p....F."
5,1.8454145999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-34dBm,,,"QoS Data, SN=2, FN=0, Flags=.p....F."
8,1.9762361999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-50dBm,,,"QoS Data, SN=3, FN=0, Flags=.p..R.F."
9,2.6001078,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-50dBm,,,"QoS Data, SN=4, FN=0, Flags=.p..R.F."
11,2.8741392,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-35dBm,,,"QoS Data, SN=5, FN=0, Flags=.p....F."
16,4.3370787,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-30dBm,,,"QoS Data, SN=6, FN=0, Flags=.p..R.F."
17,5.648338300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-48dBm,,,"QoS Data, SN=7, FN=0, Flags=.p....F."
18,7.236603500000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-24dBm,,,"QoS Data, SN=8, FN=0, Flags=.p....F."
21,8.984279100000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-32dBm,,,"QoS Data, SN=9, FN=0, Flags=.p....F."
24,10.735824900000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-37dBm,,,"QoS Data, SN=10, FN=0, Flags=.p....F."
28,11.153371500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-48dBm,,,"QoS Data, SN=11, FN=0, Flags=.p....F."
33,11.510783000000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-30dBm,,,"QoS Data, SN=12, FN=0, Flags=.p....F."
37,11.624027500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-32dBm,,,"QoS Data, SN=13, FN=0, Flags=.p....F."
41,13.138929200000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-47dBm,,,"QoS Data, SN=14, FN=0, Flags=.p..R.F."
42,14.740740300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-47dBm,,,"QoS Data, SN=15, FN=0, Flags=.p....F."
47,15.061739300000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-50dBm,,,"QoS Data, SN=16, FN=0, Flags=.p....F."
52,15.166752800000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-34dBm,,,"QoS Data, SN=17, FN=0, Flags=.p..R.F."
57,16.519220400000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-27dBm,,,"QoS Data, SN=18, FN=0, Flags=.p....F."
58,17.504725200000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-19dBm,,,"QoS Data, SN=19, FN=0, Flags=.p..R.F."
60,18.850663400000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-27dBm,,,"QoS Data, SN=20, FN=0, Flags=.p..R.F."
61,20.156801100000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-54dBm,,,"QoS Data, SN=21, FN=0, Flags=.p....F."
