No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
6,1.592176,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-35dBm,,,"QoS Data, SN=118, FN=0, Flags=.p....F."
8,2.612877,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-36dBm,,,"QoS Data, SN=119, FN=0, Flags=.p..R.F."
13,3.7076917,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-30dBm,,,"QoS Data, SN=120, FN=0, Flags=.p....F."
14,5.0988557,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-53dBm,,,"QoS Data, SN=121, FN=0, Flags=.p..R.F."
19,5.961389,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-22dBm,,,"QoS Data, SN=122, FN=0, Flags=.p....F."
23,7.6082373,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,120,-36dBm,,,"QoS Data, SN=123, FN=0, Flags=.p..R.F."
24,8.442947499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,120,-33dBm,,,"QoS Data, SN=124, FN=0, Flags=.p....F."
29,9.292293899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,120,-49dBm,,,"QoS Data, SN=125, FN=0, Flags=.p....F."
32,10.8800438,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-37dBm,,,"QoS Data, SN=126, FN=0, Flags=.p..R.F."
35,11.5926811,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-58dBm,,,"QoS Data, SN=127, FN=0, Flags=.p..R.F."
40,12.9902906,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-34dBm,,,"QoS Data, SN=128, FN=0, Flags=.p....F."
42,13.9674028,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-28dBm,,,"QoS Data, SN=129, FN=0, Flags=.p....F."
46,15.4914631,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,198,-29dBm,,,"QoS Data, SN=130, FN=0, Flags=.p....F."
49,17.075027000000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,177,-53dBm,,,"QoS Data, SN=131, FN=0, Flags=.p....F."
52,18.1430751,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-41dBm,,,"QoS Data, SN=132, FN=0, Flags=.p..R.F."
56,19.1137997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-30dBm,,,"QoS Data, SN=133, FN=0, Flags=.p....F."
61,19.5690053,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-26dBm,,,"QoS Data, SN=134, FN=0, Flags=.p....F."
64,21.268466,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-45dBm,,,"QoS Data, SN=135, FN=0, Flags=.p..R.F."
68,22.9023643,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-42dBm,,,"QoS Data, SN=136, FN=0, Flags=.p..R.F."
73,23.9980862,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-44dBm,,,"QoS Data, SN=137, FN=0, Flags=.p....F."
74,24.6470809,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-37dBm,,,"QoS Data, SN=138, FN=0, Flags=.p....F."
78,25.2031718,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-33dBm,,,"QoS Data, SN=139, FN=0, Flags=.p....F."
81,26.006490799999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-37dBm,,,"QoS Data, SN=140, FN=0, Flags=.p....F."
86,26.729921299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-39dBm,,,"QoS Data, SN=141, FN=0, Flags=.p....F."
88,27.8025593,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-24dBm,,,"QoS Data, SN=142, FN=0, Flags=.p....F."
91,28.4570704,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-44dBm,,,"QoS Data, SN=143, FN=0, Flags=.p..R.F."
94,29.9074934,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,230,-26dBm,,,"QoS Data, SN=144, FN=0, Flags=.p....F."
97,31.0577069,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-53dBm,,,"QoS Data, SN=145, FN=0, Flags=.p..R.F."
102,31.6591171,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-32dBm,,,"QoS Data, SN=146, FN=0, Flags=.p....F."
106,32.8560613,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-29dBm,,,"QoS Data, SN=147, FN=0, Flags=.p....F."
108,33.4729118,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-70dBm,,,"QoS Data, SN=148, FN=0, Flags=.p....F."
109,34.3668972,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-15dBm,,,"QoS Data, SN=149, FN=0, Flags=.p....F."
110,35.397482499999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-32dBm,,,"QoS Data, SN=150, FN=0, Flags=.p....F."
114,37.2151965,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-33dBm,,,"QoS Data, SN=151, FN=0, Flags=.p..R.F."
118,38.7525712,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-22dBm,,,"QoS Data, SN=152, FN=0, Flags=.p....F."
120,39.6170614,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-33dBm,,,"QoS Data, SN=153, FN=0, Flags=.p..R.F."
124,39.648278899999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-49dBm,,,"QoS Data, SN=154, FN=0, Flags=.p....F."
127,41.26672669999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-27dBm,,,"QoS Data, SN=155, FN=0, Flags=.p..R.F."
131,41.97664119999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-62dBm,,,"QoS Data, SN=156, FN=0, Flags=.p....F."
134,42.851072399999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-53dBm,,,"QoS Data, SN=157, FN=0, Flags=.p....F."
136,42.86370009999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-34dBm,,,"QoS Data, SN=158, FN=0, Flags=.p..R.F."
138,44.31835269999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-20dBm,,,"QoS Data, SN=159, FN=0, Flags=.p..R.F."
141,45.74341049999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-15dBm,,,"QoS Data, SN=160, FN=0, Flags=.p....F."
143,47.13101349999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-37dBm,,,"QoS Data, SN=161, FN=0, Flags=.p....F."
146,47.710031599999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-38dBm,,,"QoS Data, SN=162, FN=0, Flags=.p....F."
149,48.52106449999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-17dBm,,,"QoS Data, SN=163, FN=0, Flags=.p....F."
152,48.69244269999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-19dBm,,,"QoS Data, SN=164, FN=0, Flags=.p....F."
156,49.01474529999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-32dBm,,,"QoS Data, SN=165, FN=0, Flags=.p..R.F."
158,50.788897099999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-40dBm,,,"QoS Data, SN=166, FN=0, Flags=.p....F."
162,52.737978199999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-17dBm,,,"QoS Data, SN=167, FN=0, Flags=.p..R.F."
163,53.06562469999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-47dBm,,,"QoS Data, SN=168, FN=0, Flags=.p..R.F."
165,54.261244099999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-46dBm,,,"QoS Data, SN=169, FN=0, Flags=.p..R.F."
170,54.30538989999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-17dBm,,,"QoS Data, SN=170, FN=0, Flags=.p....F."
175,55.534698599999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-24dBm,,,"QoS Data, SN=171, FN=0, Flags=.p....F."
179,55.75110629999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-45dBm,,,"QoS Data, SN=172, FN=0, Flags=.p....F."
180,55.81218999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-40dBm,,,"QoS Data, SN=173, FN=0, Flags=.p....F."
183,57.52476949999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-41dBm,,,"QoS Data, SN=174, FN=0, Flags=.p....F."
187,58.25255559999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-35dBm,,,"QoS Data, SN=175, FN=0, Flags=.p..R.F."
192,60.04237059999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-68dBm,,,"QoS Data, SN=176, FN=0, Flags=.p..R.F."
196,61.594236599999974,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-32dBm,,,"QoS Data, SN=177, FN=0, Flags=.p....F."
199,61.77763539999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-37dBm,,,"QoS Data, SN=178, FN=0, Flags=.p....F."
202,61.797611599999975,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-44dBm,,,"QoS Data, SN=179, FN=0, Flags=.p....F."
204,63.17801839999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-42dBm,,,"QoS Data, SN=180, FN=0, Flags=.p..R.F."
206,64.64300859999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-44dBm,,,"QoS Data, SN=181, FN=0, Flags=.p....F."
210,65.12196709999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-39dBm,,,"QoS Data, SN=182, FN=0, Flags=.p....F."
213,65.49089449999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-21dBm,,,"QoS Data, SN=183, FN=0, Flags=.p..R.F."
218,66.25193099999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-33dBm,,,"QoS Data, SN=184, FN=0, Flags=.p..R.F."
220,67.89004339999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-28dBm,,,"QoS Data, SN=185, FN=0, Flags=.p..R.F."
221,68.11281229999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-37dBm,,,"QoS Data, SN=186, FN=0, Flags=.p....F."
225,69.08779619999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-37dBm,,,"QoS Data, SN=187, FN=0, Flags=.p..R.F."
230,69.20101549999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-22dBm,,,"QoS Data, SN=188, FN=0, Flags=.p....F."
232,69.42372019999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-19dBm,,,"QoS Data, SN=189, FN=0, Flags=.p....F."
237,70.22649329999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-50dBm,,,"QoS Data, SN=190, FN=0, Flags=.p....F."
240,71.11088929999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-26dBm,,,"QoS Data, SN=191, FN=0, Flags=.p....F."
243,71.38875189999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-35dBm,,,"QoS Data, SN=192, FN=0, Flags=.p..R.F."
246,72.10874589999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-41dBm,,,"QoS Data, SN=193, FN=0, Flags=.p..R.F."
248,73.64949549999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-27dBm,,,"QoS Data, SN=194, FN=0, Flags=.p....F."
253,74.27536299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-39dBm,,,"QoS Data, SN=195, FN=0, Flags=.p....F."
257,75.69534719999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-52dBm,,,"QoS Data, SN=196, FN=0, Flags=.p..R.F."
259,77.13221009999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-35dBm,,,"QoS Data, SN=197, FN=0, Flags=.p..R.F."
262,77.54623189999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-48dBm,,,"QoS Data, SN=198, FN=0, Flags=.p..R.F."
267,78.72111789999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-41dBm,,,"QoS Data, SN=199, FN=0, Flags=.p..R.F."
270,79.25045469999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-22dBm,,,"QoS Data, SN=200, FN=0, Flags=.p....F."
271,80.62875219999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-36dBm,,,"QoS Data, SN=201, FN=0, Flags=.p..R.F."
273,80.80228159999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-15dBm,,,"QoS Data, SN=202, FN=0, Flags=.p....F."
275,82.05289469999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-58dBm,,,"QoS Data, SN=203, FN=0, Flags=.p..R.F."
280,82.29877019999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-51dBm,,,"QoS Data, SN=204, FN=0, Flags=.p....F."
281,84.20599749999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-67dBm,,,"QoS Data, SN=205, FN=0, Flags=.p..R.F."
286,84.56231989999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-33dBm,,,"QoS Data, SN=206, FN=0, Flags=.p..R.F."
289,85.45645699999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-27dBm,,,"QoS Data, SN=207, FN=0, Flags=.p....F."
290,86.31350699999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-58dBm,,,"QoS Data, SN=208, FN=0, Flags=.p....F."
295,88.24832079999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-40dBm,,,"QoS Data, SN=209, FN=0, Flags=.p..R.F."
300,89.66500239999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-41dBm,,,"QoS Data, SN=210, FN=0, Flags=.p....F."
304,90.36736599999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-50dBm,,,"QoS Data, SN=211, FN=0, Flags=.p....F."
308,91.48510759999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-22dBm,,,"QoS Data, SN=212, FN=0, Flags=.p..R.F."
313,91.83911999999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-15dBm,,,"QoS Data, SN=213, FN=0, Flags=.p..R.F."
318,93.12488109999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-22dBm,,,"QoS Data, SN=214, FN=0, Flags=.p..R.F."
319,93.85743849999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-55dBm,,,"QoS Data, SN=215, FN=0, Flags=.p....F."
321,94.26665839999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-38dBm,,,"QoS Data, SN=216, FN=0, Flags=.p....F."
323,95.64010319999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,245,-35dBm,,,"QoS Data, SN=217, FN=0, Flags=.p....F."
324,96.88256499999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-16dBm,,,"QoS Data, SN=218, FN=0, Flags=.p....F."
329,97.41240189999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-44dBm,,,"QoS Data, SN=219, FN=0, Flags=.p....F."
333,98.26808289999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-33dBm,,,"QoS Data, SN=220, FN=0, Flags=.p....F."
