No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
4,0.5724241,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-21dBm,,,"QoS Data, SN=326, FN=0, Flags=.p..R.F."
8,1.4859893,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-40dBm,,,"QoS Data, SN=327, FN=0, Flags=.p..R.F."
9,2.9752757,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,180,-35dBm,,,"QoS Data, SN=328, FN=0, Flags=.p..R.F."
10,3.3182409,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,180,-46dBm,,,"QoS Data, SN=329, FN=0, Flags=.p....F."
14,4.3626155,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-22dBm,,,"QoS Data, SN=330, FN=0, Flags=.p....F."
17,4.8354166,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-25dBm,,,"QoS Data, SN=331, FN=0, Flags=.p..R.F."
18,6.6779542,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-37dBm,,,"QoS Data, SN=332, FN=0, Flags=.p....F."
22,8.428559400000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-40dBm,,,"QoS Data, SN=333, FN=0, Flags=.p..R.F."
25,9.0507281,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-31dBm,,,"QoS Data, SN=334, FN=0, Flags=.p....F."
30,9.6924221,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-41dBm,,,"QoS Data, SN=335, FN=0, Flags=.p..R.F."
32,9.919777,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-34dBm,,,"QoS Data, SN=336, FN=0, Flags=.p....F."
35,10.3670727,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-75dBm,,,"QoS Data, SN=337, FN=0, Flags=.p....F."
38,10.537429,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-48dBm,,,"QoS Data, SN=338, FN=0, Flags=.p....F."
39,11.428857899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-25dBm,,,"QoS Data, SN=339, FN=0, Flags=.p..R.F."
43,12.997179799999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-33dBm,,,"QoS Data, SN=340, FN=0, Flags=.p....F."
45,13.774539699999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-26dBm,,,"QoS Data, SN=341, FN=0, Flags=.p....F."
49,14.791306999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-45dBm,,,"QoS Data, SN=342, FN=0, Flags=.p....F."
51,15.113274999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-35dBm,,,"QoS Data, SN=343, FN=0, Flags=.p....F."
54,15.938811199999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-56dBm,,,"QoS Data, SN=344, FN=0, Flags=.p....F."
57,16.737760899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-33dBm,,,"QoS Data, SN=345, FN=0, Flags=.p..R.F."
58,16.766879399999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-32dBm,,,"QoS Data, SN=346, FN=0, Flags=.p....F."
59,18.400900599999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-30dBm,,,"QoS Data, SN=347, FN=0, Flags=.p....F."
63,19.704193799999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-27dBm,,,"QoS Data, SN=348, FN=0, Flags=.p..R.F."
64,19.859691099999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-33dBm,,,"QoS Data, SN=349, FN=0, Flags=.p....F."
68,19.993482599999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-44dBm,,,"QoS Data, SN=350, FN=0, Flags=.p..R.F."
70,20.1895264,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-29dBm,,,"QoS Data, SN=351, FN=0, Flags=.p..R.F."
74,21.618535199999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-21dBm,,,"QoS Data, SN=352, FN=0, Flags=.p....F."
75,23.165318099999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-60dBm,,,"QoS Data, SN=353, FN=0, Flags=.p..R.F."
