No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
2,0.4998755,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-20dBm,,,"QoS Data, SN=260, FN=0, Flags=.p....F."
7,2.2871085,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,177,-47dBm,,,"QoS Data, SN=261, FN=0, Flags=.p....F."
8,4.2521018999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-21dBm,,,"QoS Data, SN=262, FN=0, Flags=.p....F."
12,5.988381799999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-15dBm,,,"QoS Data, SN=263, FN=0, Flags=.p..R.F."
16,7.455039999999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-40dBm,,,"QoS Data, SN=264, FN=0, Flags=.p....F."
18,9.168534099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-29dBm,,,"QoS Data, SN=265, FN=0, Flags=.p....F."
20,11.118030899999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-25dBm,,,"QoS Data, SN=266, FN=0, Flags=.p....F."
25,11.5339014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-46dBm,,,"QoS Data, SN=267, FN=0, Flags=.p....F."
28,12.326563499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-52dBm,,,"QoS Data, SN=268, FN=0, Flags=.p....F."
33,12.525899699999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-24dBm,,,"QoS Data, SN=269, FN=0, Flags=.p....F."
38,13.7725479,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-27dBm,,,"QoS Data, SN=270, FN=0, Flags=.p....F."
40,14.232550699999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-44dBm,,,"QoS Data, SN=271, FN=0, Flags=.p....F."
45,14.6115307,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-28dBm,,,"QoS Data, SN=272, FN=0, Flags=.p....F."
47,14.8206046,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-41dBm,,,"QoS Data, SN=273, FN=0, Flags=.p....F."
50,16.7082939,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-42dBm,,,"QoS Data, SN=274, FN=0, Flags=.p..R.F."
51,17.496436000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-26dBm,,,"QoS Data, SN=275, FN=0, Flags=.p....F."
55,18.307573500000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-43dBm,,,"QoS Data, SN=276, FN=0, Flags=.p....F."
56,18.817043600000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-39dBm,,,"QoS Data, SN=277, FN=0, Flags=.p....F."
58,19.661925100000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-44dBm,,,"QoS Data, SN=278, FN=0, Flags=.p....F."
61,20.984420500000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-42dBm,,,"QoS Data, SN=279, FN=0, Flags=.p....F."
65,22.632458200000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-18dBm,,,"QoS Data, SN=280, FN=0, Flags=.p....F."
66,24.043067200000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-40dBm,,,"QoS Data, SN=281, FN=0, Flags=.p....F."
67,24.225572900000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-41dBm,,,"QoS Data, SN=282, FN=0, Flags=.p....F."
68,25.814617900000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-21dBm,,,"QoS Data, SN=283, FN=0, Flags=.p....F."
70,27.339981300000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-53dBm,,,"QoS Data, SN=284, FN=0, Flags=.p....F."
75,27.839564900000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-26dBm,,,"QoS Data, SN=285, FN=0, Flags=.p..R.F."
76,28.335367100000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-48dBm,,,"QoS Data, SN=286, FN=0, Flags=.p....F."
81,28.877577300000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-22dBm,,,"QoS Data, SN=287, FN=0, Flags=.p....F."
82,29.921670500000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-66dBm,,,"QoS Data, SN=288, FN=0, Flags=.p....F."
87,30.244877800000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-36dBm,,,"QoS Data, SN=289, FN=0, Flags=.p....F."
91,30.653690900000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-47dBm,,,"QoS Data, SN=290, FN=0, Flags=.p....F."
