No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
4,0.9056373,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-15dBm,,,"QoS Data, SN=496, FN=0, Flags=.p..R.F."
9,1.6264545,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-18dBm,,,"QoS Data, SN=497, FN=0, Flags=.p....F."
12,1.9392828,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-40dBm,,,"QoS Data, SN=498, FN=0, Flags=.p....F."
13,2.2458274,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-43dBm,,,"QoS Data, SN=499, FN=0, Flags=.p....F."
17,4.0232956,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-35dBm,,,"QoS Data, SN=500, FN=0, Flags=.p....F."
20,4.7002545,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-25dBm,,,"QoS Data, SN=501, FN=0, Flags=.p....F."
21,6.6435522,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,175,-42dBm,,,"QoS Data, SN=502, FN=0, Flags=.p..R.F."
25,8.0341311,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-35dBm,,,"QoS Data, SN=503, FN=0, Flags=.p....F."
26,9.6212519,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-48dBm,,,"QoS Data, SN=504, FN=0, Flags=.p....F."
30,10.833514800000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-24dBm,,,"QoS Data, SN=505, FN=0, Flags=.p....F."
35,11.134794300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-54dBm,,,"QoS Data, SN=506, FN=0, Flags=.p..R.F."
36,12.340956400000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-38dBm,,,"QoS Data, SN=507, FN=0, Flags=.p....F."
38,13.319768500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-47dBm,,,"QoS Data, SN=508, FN=0, Flags=.p....F."
43,14.682238400000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-45dBm,,,"QoS Data, SN=509, FN=0, Flags=.p..R.F."
48,14.909436700000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-35dBm,,,"QoS Data, SN=510, FN=0, Flags=.p....F."
49,15.281151800000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-59dBm,,,"QoS Data, SN=511, FN=0, Flags=.p....F."
53,16.037915700000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-21dBm,,,"QoS Data, SN=512, FN=0, Flags=.p....F."
58,17.948860000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-16dBm,,,"QoS Data, SN=513, FN=0, Flags=.p..R.F."
59,19.780969700000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,175,-34dBm,,,"QoS Data, SN=514, FN=0, Flags=.p..R.F."
