No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
4,1.2495743,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-47dBm,,,"QoS Data, SN=84, FN=0, Flags=.p....F."
8,1.3474781999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-35dBm,,,"QoS Data, SN=85, FN=0, Flags=.p....F."
9,3.1579265,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-40dBm,,,"QoS Data, SN=86, FN=0, Flags=.p....F."
12,3.9769989,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-57dBm,,,"QoS Data, SN=87, FN=0, Flags=.p..R.F."
16,5.868271,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-43dBm,,,"QoS Data, SN=88, FN=0, Flags=.p....F."
18,7.1770192999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-39dBm,,,"QoS Data, SN=89, FN=0, Flags=.p....F."
21,7.663405099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-43dBm,,,"QoS Data, SN=90, FN=0, Flags=.p....F."
25,9.220077,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-46dBm,,,"QoS Data, SN=91, FN=0, Flags=.p..R.F."
27,9.6129499,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-34dBm,,,"QoS Data, SN=92, FN=0, Flags=.p....F."
28,9.644075,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-27dBm,,,"QoS Data, SN=93, FN=0, Flags=.p....F."
29,10.5448065,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-41dBm,,,"QoS Data, SN=94, FN=0, Flags=.p....F."
34,12.3242814,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-58dBm,,,"QoS Data, SN=95, FN=0, Flags=.p....F."
39,13.5929655,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,160,-49dBm,,,"QoS Data, SN=96, FN=0, Flags=.p..R.F."
44,15.3574922,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-53dBm,,,"QoS Data, SN=97, FN=0, Flags=.p..R.F."
46,17.2876673,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-28dBm,,,"QoS Data, SN=98, FN=0, Flags=.p....F."
51,19.0185101,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-48dBm,,,"QoS Data, SN=99, FN=0, Flags=.p..R.F."
53,20.6949094,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,247,-69dBm,,,"QoS Data, SN=100, FN=0, Flags=.p....F."
56,21.0573536,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,247,-30dBm,,,"QoS Data, SN=101, FN=0, Flags=.p....F."
61,22.238298999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-41dBm,,,"QoS Data, SN=102, FN=0, Flags=.p..R.F."
62,24.183171599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-50dBm,,,"QoS Data, SN=103, FN=0, Flags=.p....F."
63,25.318793399999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-30dBm,,,"QoS Data, SN=104, FN=0, Flags=.p....F."
67,25.403699099999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-37dBm,,,"QoS Data, SN=105, FN=0, Flags=.p..R.F."
71,25.984752899999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-33dBm,,,"QoS Data, SN=106, FN=0, Flags=.p..R.F."
73,26.5406192,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-28dBm,,,"QoS Data, SN=107, FN=0, Flags=.p..R.F."
76,27.8769517,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-25dBm,,,"QoS Data, SN=108, FN=0, Flags=.p....F."
77,28.3705298,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-36dBm,,,"QoS Data, SN=109, FN=0, Flags=.p....F."
79,28.3761268,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-53dBm,,,"QoS Data, SN=110, FN=0, Flags=.p..R.F."
82,29.6297253,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-50dBm,,,"QoS Data, SN=111, FN=0, Flags=.p....F."
84,30.7280213,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-28dBm,,,"QoS Data, SN=112, FN=0, Flags=.p..R.F."
88,31.6244097,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-34dBm,,,"QoS Data, SN=113, FN=0, Flags=.p....F."
91,32.5831947,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-35dBm,,,"QoS Data, SN=114, FN=0, Flags=.p....F."
96,33.46231,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-45dBm,,,"QoS Data, SN=115, FN=0, Flags=.p....F."
100,34.0021513,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-37dBm,,,"QoS Data, SN=116, FN=0, Flags=.p..R.F."
102,34.8253439,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-55dBm,,,"QoS Data, SN=117, FN=0, Flags=.p....F."
106,35.3646869,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-20dBm,,,"QoS Data, SN=118, FN=0, Flags=.p....F."
108,36.544992900000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-38dBm,,,"QoS Data, SN=119, FN=0, Flags=.p....F."
111,37.115618500000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-42dBm,,,"QoS Data, SN=120, FN=0, Flags=.p..R.F."
112,38.1954001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,164,-34dBm,,,"QoS Data, SN=121, FN=0, Flags=.p..R.F."
113,39.2032346,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,173,-44dBm,,,"QoS Data, SN=122, FN=0, Flags=.p....F."
118,39.4495117,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,173,-43dBm,,,"QoS Data, SN=123, FN=0, Flags=.p....F."
121,41.005293800000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-32dBm,,,"QoS Data, SN=124, FN=0, Flags=.p....F."
123,42.009050200000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-23dBm,,,"QoS Data, SN=125, FN=0, Flags=.p....F."
126,43.919623200000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-53dBm,,,"QoS Data, SN=126, FN=0, Flags=.p....F."
128,44.189512500000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-36dBm,,,"QoS Data, SN=127, FN=0, Flags=.p....F."
133,45.6050589,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-33dBm,,,"QoS Data, SN=128, FN=0, Flags=.p..R.F."
137,46.712685500000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-30dBm,,,"QoS Data, SN=129, FN=0, Flags=.p..R.F."
138,47.89614120000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-36dBm,,,"QoS Data, SN=130, FN=0, Flags=.p....F."
