No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
6,1.9515949,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-46dBm,,,"QoS Data, SN=921, FN=0, Flags=.p....F."
7,2.9347955,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-58dBm,,,"QoS Data, SN=922, FN=0, Flags=.p....F."
10,4.0622834999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-48dBm,,,"QoS Data, SN=923, FN=0, Flags=.p....F."
11,5.338317699999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-44dBm,,,"QoS Data, SN=924, FN=0, Flags=.p....F."
15,6.9154959,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-40dBm,,,"QoS Data, SN=925, FN=0, Flags=.p....F."
16,8.6658854,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,216,-43dBm,,,"QoS Data, SN=926, FN=0, Flags=.p....F."
17,9.6330758,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,216,-54dBm,,,"QoS Data, SN=927, FN=0, Flags=.p....F."
20,11.6257584,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-21dBm,,,"QoS Data, SN=928, FN=0, Flags=.p..R.F."
25,11.9753665,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-58dBm,,,"QoS Data, SN=929, FN=0, Flags=.p....F."
26,12.2870636,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-46dBm,,,"QoS Data, SN=930, FN=0, Flags=.p..R.F."
31,12.5541938,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-54dBm,,,"QoS Data, SN=931, FN=0, Flags=.p..R.F."
33,13.154077000000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-42dBm,,,"QoS Data, SN=932, FN=0, Flags=.p....F."
35,14.1276293,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-37dBm,,,"QoS Data, SN=933, FN=0, Flags=.p....F."
39,14.689315200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-55dBm,,,"QoS Data, SN=934, FN=0, Flags=.p..R.F."
40,14.878584700000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-50dBm,,,"QoS Data, SN=935, FN=0, Flags=.p..R.F."
42,15.270729000000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-35dBm,,,"QoS Data, SN=936, FN=0, Flags=.p....F."
45,15.767534800000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-51dBm,,,"QoS Data, SN=937, FN=0, Flags=.p..R.F."
47,17.030542800000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-52dBm,,,"QoS Data, SN=938, FN=0, Flags=.p....F."
51,18.140905000000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-35dBm,,,"QoS Data, SN=939, FN=0, Flags=.p....F."
55,18.697116900000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-31dBm,,,"QoS Data, SN=940, FN=0, Flags=.p....F."
58,19.781658600000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-69dBm,,,"QoS Data, SN=941, FN=0, Flags=.p....F."
60,21.180995300000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-44dBm,,,"QoS Data, SN=942, FN=0, Flags=.p....F."
61,21.756889800000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-64dBm,,,"QoS Data, SN=943, FN=0, Flags=.p..R.F."
66,22.217142200000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-64dBm,,,"QoS Data, SN=944, FN=0, Flags=.p..R.F."
67,22.271390600000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-44dBm,,,"QoS Data, SN=945, FN=0, Flags=.p..R.F."
72,22.690962600000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-30dBm,,,"QoS Data, SN=946, FN=0, Flags=.p..R.F."
73,23.824179400000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-36dBm,,,"QoS Data, SN=947, FN=0, Flags=.p....F."
75,25.791464400000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-45dBm,,,"QoS Data, SN=948, FN=0, Flags=.p....F."
